State,District,Crops,Min Price,Max Price,Modal Price,Modal Price (Rs/kg)
Uttar Pradesh,Siddharth Nagar,Wheat,2175.0,2325.0,2250.0,22.50
Uttar Pradesh,Siddharth Nagar,Arhar Dal(Tur Dal),13150.0,13250.0,13200.0,132.00
Uttar Pradesh,Siddharth Nagar,Bengal Gram(Gram)(Whole),5690.0,5790.0,5740.0,57.40
Uttar Pradesh,Siddharth Nagar,Lentil (Masur)(Whole),6790.0,6890.0,6840.0,68.40
Uttar Pradesh,Siddharth Nagar,Mustard,5480.0,5580.0,5530.0,55.30
Uttar Pradesh,Siddharth Nagar,Paddy(Dhan)(Common),1860.0,1970.0,1915.0,19.15
Uttar Pradesh,Siddharth Nagar,Wheat,2125.0,2330.0,2270.0,22.70
Uttar Pradesh,Sitapur,Wheat,2200.0,2220.0,2210.0,22.10
Uttar Pradesh,Sitapur,Arhar Dal(Tur Dal),12200.0,12490.0,12400.0,124.00
Uttar Pradesh,Sitapur,Bengal Gram(Gram)(Whole),5440.0,5720.0,5645.0,56.45
Uttar Pradesh,Sitapur,Black Gram Dal (Urd Dal),8800.0,9170.0,9025.0,90.25
Uttar Pradesh,Sitapur,Lentil (Masur)(Whole),6700.0,6850.0,6785.0,67.85
Uttar Pradesh,Sitapur,Mustard,5000.0,5470.0,5450.0,54.50
Uttar Pradesh,Sitapur,Paddy(Dhan)(Common),1750.0,2040.0,2030.0,20.30
Uttar Pradesh,Sitapur,Wheat,2250.0,2340.0,2270.0,22.70
Uttar Pradesh,Sitapur,Arhar Dal(Tur Dal),12300.0,12400.0,12350.0,123.50
Uttar Pradesh,Sitapur,Black Gram Dal (Urd Dal),9010.0,9110.0,9060.0,90.60
Uttar Pradesh,Sitapur,Mustard Oil,14475.0,14575.0,14525.0,145.25
Uttar Pradesh,Sitapur,Paddy(Dhan)(Common),1890.0,2030.0,1980.0,19.80
Uttar Pradesh,Sitapur,Wheat,2220.0,2260.0,2240.0,22.40
Uttar Pradesh,Sultanpur,Bengal Gram(Gram)(Whole),5550.0,5650.0,5580.0,55.80
Uttar Pradesh,Sultanpur,Lentil (Masur)(Whole),6950.0,7050.0,6990.0,69.90
Uttar Pradesh,Sultanpur,Mustard,5450.0,5550.0,5480.0,54.80
Uttar Pradesh,Sultanpur,Paddy(Dhan)(Common),1830.0,1900.0,1860.0,18.60
Uttar Pradesh,Sultanpur,Wheat,2250.0,2330.0,2280.0,22.80
Uttar Pradesh,Sultanpur,Arhar Dal(Tur Dal),12650.0,12900.0,12750.0,127.50
Uttar Pradesh,Sultanpur,Bengal Gram Dal (Chana Dal),6100.0,6300.0,6200.0,62.00
Uttar Pradesh,Sultanpur,Bengal Gram(Gram)(Whole),5490.0,5640.0,5570.0,55.70
Uttar Pradesh,Sultanpur,Black Gram (Urd Beans)(Whole),8500.0,8650.0,8560.0,85.60
Uttar Pradesh,Sultanpur,Black Gram Dal (Urd Dal),9440.0,9650.0,9535.0,95.35
Uttar Pradesh,Sultanpur,Green Gram (Moong)(Whole),8485.0,8625.0,8545.0,85.45
Uttar Pradesh,Sultanpur,Green Gram Dal (Moong Dal),9500.0,9700.0,9585.0,95.85
Uttar Pradesh,Sultanpur,Lentil (Masur)(Whole),6900.0,7075.0,6980.0,69.80
Uttar Pradesh,Sultanpur,Mustard,5400.0,5560.0,5475.0,54.75
Uttar Pradesh,Sultanpur,Paddy(Dhan)(Common),1850.0,2000.0,1900.0,19.00
Uttar Pradesh,Sultanpur,Wheat,2050.0,2345.0,2260.0,22.60
Uttar Pradesh,Unnao,Arhar Dal(Tur Dal),12850.0,13000.0,12900.0,129.00
Uttar Pradesh,Unnao,Bengal Gram Dal (Chana Dal),6050.0,6125.0,6085.0,60.85
Uttar Pradesh,Unnao,Bengal Gram(Gram)(Whole),5600.0,5670.0,5630.0,56.30
Uttar Pradesh,Unnao,Black Gram Dal (Urd Dal),8875.0,8970.0,8930.0,89.30
Uttar Pradesh,Unnao,Mustard,5400.0,5475.0,5450.0,54.50
Uttar Pradesh,Unnao,Wheat,2125.0,2315.0,2295.0,22.95
Uttrakhand,UdhamSinghNagar,Paddy(Dhan)(Common),1600.0,2550.0,1800.0,18.00
West Bengal,Bankura,Mustard,5500.0,5800.0,5700.0,57.00
West Bengal,Bankura,Wheat,2600.0,2850.0,2800.0,28.00
West Bengal,Bankura,Mustard,5450.0,5800.0,5700.0,57.00
West Bengal,Bankura,Paddy(Dhan)(Common),1900.0,2100.0,2050.0,20.50
West Bengal,Bankura,Wheat,2600.0,2850.0,2800.0,28.00
West Bengal,Burdwan,Arhar (Tur/Red Gram)(Whole),7500.0,7850.0,7650.0,76.50
West Bengal,Burdwan,Black Gram Dal (Urd Dal),8550.0,8850.0,8700.0,87.00
West Bengal,Burdwan,Green Gram Dal (Moong Dal),10000.0,11000.0,10500.0,105.00
West Bengal,Burdwan,Lentil (Masur)(Whole),9500.0,9700.0,9600.0,96.00
West Bengal,Burdwan,Mustard,5850.0,6200.0,5900.0,59.00
West Bengal,Burdwan,Wheat,2750.0,3000.0,2850.0,28.50
West Bengal,Burdwan,Lentil (Masur)(Whole),9600.0,9850.0,9700.0,97.00
West Bengal,Burdwan,Mustard,6000.0,6200.0,6100.0,61.00
West Bengal,Burdwan,Mustard Oil,11500.0,12500.0,12000.0,120.00
West Bengal,Burdwan,Wheat,2800.0,3000.0,2950.0,29.50
West Bengal,Burdwan,Wheat,2650.0,2850.0,2700.0,27.00
West Bengal,Darjeeling,Arhar Dal(Tur Dal),12500.0,13000.0,12800.0,128.00
West Bengal,Darjeeling,Black Gram Dal (Urd Dal),11500.0,12000.0,11800.0,118.00
West Bengal,Darjeeling,Green Gram Dal (Moong Dal),9700.0,9900.0,9800.0,98.00
West Bengal,Malda,Green Gram Dal (Moong Dal),9600.0,10500.0,9800.0,98.00
West Bengal,Malda,Lentil (Masur)(Whole),7500.0,10000.0,9500.0,95.00
West Bengal,Medinipur(W),Paddy(Dhan)(Common),2030.0,2050.0,2040.0,20.40
West Bengal,Medinipur(W),Mustard,5700.0,5800.0,5750.0,57.50
West Bengal,Medinipur(W),Paddy(Dhan)(Common),2100.0,2200.0,2150.0,21.50
West Bengal,Nadia,Mustard,6000.0,6200.0,6100.0,61.00
West Bengal,Nadia,Wheat,2300.0,2400.0,2350.0,23.50
West Bengal,Nadia,Mustard,5500.0,5650.0,5600.0,56.00
West Bengal,Uttar Dinajpur,Wheat,2300.0,2400.0,2350.0,23.50
West Bengal,Uttar Dinajpur,Wheat,2300.0,2400.0,2350.0,23.50
Andhra Pradesh,Guntur,Black Gram (Urd Beans)(Whole),8100.0,8300.0,8200.0,82.00
Andhra Pradesh,Kurnool,Maize,1962.0,1962.0,1962.0,19.62
Andhra Pradesh,Kurnool,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Chattisgarh,Mungeli,Paddy(Dhan)(Common),1740.0,1800.0,1800.0,18.00
Chattisgarh,Raigarh,Wheat,1900.0,2000.0,1950.0,19.50
Chattisgarh,Raipur,Paddy(Dhan)(Common),1800.0,2020.0,1950.0,19.50
Chattisgarh,Surajpur,Paddy(Dhan)(Common),3001.0,3001.0,3001.0,30.01
Chattisgarh,Surajpur,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Gujarat,Banaskanth,Mustard,5200.0,5400.0,5300.0,53.00
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1755.0,2395.0,2200.0,22.00
Gujarat,Banaskanth,Mustard,5105.0,5460.0,5350.0,53.50
Gujarat,Banaskanth,Wheat,2180.0,2355.0,2250.0,22.50
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1755.0,2310.0,2200.0,22.00
Gujarat,Banaskanth,Gram Raw(Chholia),8000.0,9100.0,8550.0,85.50
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),2035.0,2185.0,2100.0,21.00
Gujarat,Banaskanth,Mustard,5175.0,5275.0,5220.0,52.20
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1505.0,2050.0,1777.5,17.77
Gujarat,Banaskanth,Mustard,5125.0,5300.0,5212.5,52.12
Gujarat,Banaskanth,Wheat,2250.0,2250.0,2250.0,22.50
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1950.0,2260.0,2105.0,21.05
Gujarat,Banaskanth,Jowar(Sorghum),4500.0,5235.0,4867.5,48.67
Gujarat,Banaskanth,Mustard,5240.0,5325.0,5282.5,52.83
Gujarat,Banaskanth,Wheat,2175.0,2525.0,2350.0,23.50
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),1850.0,2160.0,2005.0,20.05
Gujarat,Banaskanth,Mustard,5205.0,5400.0,5302.5,53.02
Gujarat,Banaskanth,Wheat,1970.0,2125.0,2047.5,20.48
Gujarat,Banaskanth,Bajra(Pearl Millet/Cumbu),2195.0,2350.0,2272.0,22.72
Gujarat,Banaskanth,Mustard,5350.0,5650.0,5500.0,55.00
Gujarat,Banaskanth,Mustard,5050.0,5490.0,5270.0,52.70
Gujarat,Bhavnagar,Bajra(Pearl Millet/Cumbu),2330.0,2410.0,2360.0,23.60
Gujarat,Bhavnagar,Bengal Gram(Gram)(Whole),4405.0,4920.0,4710.0,47.10
Gujarat,Bhavnagar,Cotton,6755.0,7255.0,7005.0,70.05
Gujarat,Bhavnagar,Wheat,2325.0,2550.0,2425.0,24.25
Gujarat,Dahod,Paddy(Dhan)(Common),1360.0,1380.0,1370.0,13.70
Gujarat,Gandhinagar,Bajra(Pearl Millet/Cumbu),2225.0,2315.0,2270.0,22.70
Gujarat,Gandhinagar,Paddy(Dhan)(Common),1800.0,2050.0,1925.0,19.25
Gujarat,Gandhinagar,Wheat,2310.0,2320.0,2315.0,23.15
Gujarat,Gandhinagar,Bajra(Pearl Millet/Cumbu),2105.0,2240.0,2150.0,21.50
Gujarat,Gandhinagar,Jowar(Sorghum),3150.0,5880.0,4500.0,45.00
Gujarat,Gandhinagar,Mustard,5270.0,5350.0,5300.0,53.00
Gujarat,Gandhinagar,Paddy(Dhan)(Common),2050.0,2285.0,2150.0,21.50
Gujarat,Gandhinagar,Wheat,2255.0,2315.0,2300.0,23.00
Gujarat,Gandhinagar,Bajra(Pearl Millet/Cumbu),1900.0,2100.0,1900.0,19.00
Gujarat,Gandhinagar,Jowar(Sorghum),4500.0,4850.0,4725.0,47.25
Gujarat,Gandhinagar,Mustard,5315.0,5315.0,5315.0,53.15
Gujarat,Gandhinagar,Wheat,2260.0,2280.0,2270.0,22.70
Gujarat,Jamnagar,Bajra(Pearl Millet/Cumbu),1750.0,2000.0,1875.0,18.75
Gujarat,Jamnagar,Bengal Gram(Gram)(Whole),4425.0,4710.0,4570.0,45.70
Gujarat,Jamnagar,Cotton,5405.0,6850.0,6130.0,61.30
Gujarat,Jamnagar,Wheat,1800.0,2415.0,2110.0,21.10
Gujarat,Jamnagar,Bengal Gram(Gram)(Whole),4375.0,4625.0,4500.0,45.00
Gujarat,Jamnagar,Wheat,2000.0,2320.0,2175.0,21.75
Gujarat,Junagarh,Arhar (Tur/Red Gram)(Whole),7925.0,9455.0,8690.0,86.90
Gujarat,Junagarh,Black Gram (Urd Beans)(Whole),6500.0,8130.0,7315.0,73.15
Gujarat,Junagarh,Green Gram (Moong)(Whole),6750.0,8280.0,7515.0,75.15
Gujarat,Junagarh,Kulthi(Horse Gram),4610.0,4870.0,4740.0,47.40
Gujarat,Junagarh,Wheat,2335.0,2525.0,2430.0,24.30
Gujarat,Kachchh,Mustard,4875.0,5062.0,4968.0,49.68
Gujarat,Mehsana,Bajra(Pearl Millet/Cumbu),2250.0,2375.0,2300.0,23.00
Gujarat,Mehsana,Kulthi(Horse Gram),4400.0,4695.0,4500.0,45.00
Gujarat,Mehsana,Paddy(Dhan)(Common),1700.0,2735.0,2250.0,22.50
Gujarat,Mehsana,Wheat,2300.0,3255.0,2450.0,24.50
Gujarat,Mehsana,Bajra(Pearl Millet/Cumbu),2050.0,2135.0,2105.0,21.05
Gujarat,Mehsana,Mustard,4405.0,5400.0,5300.0,53.00
Gujarat,Mehsana,Wheat,2075.0,2475.0,2300.0,23.00
Gujarat,Mehsana,Bajra(Pearl Millet/Cumbu),1970.0,1970.0,1970.0,19.70
Gujarat,Mehsana,Wheat,2230.0,2275.0,2250.0,22.50
Gujarat,Mehsana,Mustard,5615.0,5640.0,5625.0,56.25
Gujarat,Mehsana,Bajra(Pearl Millet/Cumbu),1650.0,2150.0,1900.0,19.00
Gujarat,Mehsana,Mustard,4705.0,5590.0,5147.0,51.47
Gujarat,Mehsana,Wheat,2200.0,2370.0,2285.0,22.85
Gujarat,Navsari,Pegeon Pea (Arhar Fali),10000.0,11000.0,10500.0,105.00
Gujarat,Porbandar,Bajra(Pearl Millet/Cumbu),1250.0,2200.0,1725.0,17.25
Gujarat,Porbandar,Black Gram (Urd Beans)(Whole),8000.0,8250.0,8125.0,81.25
Gujarat,Porbandar,Green Gram (Moong)(Whole),8275.0,8425.0,8350.0,83.50
Gujarat,Porbandar,Kulthi(Horse Gram),3400.0,4300.0,3850.0,38.50
Gujarat,Porbandar,Wheat,2000.0,2130.0,2065.0,20.65
Gujarat,Porbandar,Wheat,2160.0,2490.0,2325.0,23.25
Gujarat,Rajkot,Arhar (Tur/Red Gram)(Whole),7755.0,9430.0,9030.0,90.30
Gujarat,Rajkot,Wheat,2230.0,2485.0,2445.0,24.45
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),4055.0,4745.0,4400.0,44.00
Gujarat,Rajkot,Cotton,5255.0,7125.0,6190.0,61.90
Gujarat,Rajkot,Wheat,2175.0,2695.0,2435.0,24.35
Gujarat,Rajkot,Arhar (Tur/Red Gram)(Whole),7500.0,9705.0,8605.0,86.05
Gujarat,Rajkot,Bajra(Pearl Millet/Cumbu),1575.0,2405.0,2125.0,21.25
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),4450.0,4975.0,4860.0,48.60
Gujarat,Rajkot,Bengal Gram(Gram)(Whole),9500.0,12445.0,11250.0,112.50
Gujarat,Rajkot,Black Gram (Urd Beans)(Whole),5675.0,8380.0,7350.0,73.50
Gujarat,Rajkot,Cotton,6900.0,7465.0,7260.0,72.60
Gujarat,Rajkot,Green Gram (Moong)(Whole),6900.0,9000.0,8250.0,82.50
Gujarat,Rajkot,Jowar(Sorghum),4250.0,5100.0,4700.0,47.00
Gujarat,Rajkot,Mustard,4850.0,5250.0,5150.0,51.50
Gujarat,Rajkot,Wheat,2370.0,2510.0,2420.0,24.20
Gujarat,Rajkot,Wheat,2380.0,2850.0,2450.0,24.50
Gujarat,Sabarkantha,Bajra(Pearl Millet/Cumbu),1500.0,2500.0,2000.0,20.00
Gujarat,Sabarkantha,Wheat,2230.0,2450.0,2340.0,23.40
Gujarat,Surat,Paddy(Dhan)(Common),2035.0,2035.0,2035.0,20.35
Gujarat,Surat,Paddy(Dhan)(Common),2035.0,2035.0,2035.0,20.35
Gujarat,Surendranagar,Cotton,6000.0,8000.0,7000.0,70.00
Gujarat,Surendranagar,Wheat,2000.0,2700.0,2400.0,24.00
Gujarat,Surendranagar,Mustard,6050.0,6975.0,6800.0,68.00
Gujarat,Surendranagar,Wheat,2330.0,2555.0,2425.0,24.25
Haryana,Bhiwani,Cotton,6820.0,6940.0,6900.0,69.00
Haryana,Fatehabad,Mustard,5084.0,5408.0,5084.0,50.84
Haryana,Hissar,Mustard,4700.0,4700.0,4700.0,47.00
Haryana,Kurukshetra,Maize,1400.0,1400.0,1400.0,14.00
Haryana,Mahendragarh-Narnaul,Mustard,4600.0,5250.0,4700.0,47.00
Haryana,Sirsa,Bengal Gram(Gram)(Whole),4990.0,4990.0,4990.0,49.90
Haryana,Sirsa,Cotton,7040.0,7050.0,7048.0,70.48
Haryana,Sirsa,Mustard,5098.0,5393.0,5260.0,52.60
Haryana,Sirsa,Mustard,4941.0,5226.0,5000.0,50.00
Haryana,Sirsa,Cotton,6950.0,7130.0,7000.0,70.00
Haryana,Sirsa,Mustard,4980.0,5160.0,5000.0,50.00
Kerala,Kasargod,Arhar (Tur/Red Gram)(Whole),12500.0,12700.0,12600.0,126.00
Kerala,Kasargod,Black Gram (Urd Beans)(Whole),15000.0,15400.0,15200.0,152.00
Kerala,Malappuram,Bengal Gram(Gram)(Whole),6200.0,6300.0,6250.0,62.50
Kerala,Malappuram,Green Gram (Moong)(Whole),10500.0,10600.0,10550.0,105.50
Kerala,Wayanad,Paddy(Dhan)(Common),2150.0,2170.0,2160.0,21.60
Madhya Pradesh,Bhind,Wheat,2200.0,2308.0,2250.0,22.50
Madhya Pradesh,Burhanpur,Arhar (Tur/Red Gram)(Whole),7000.0,7000.0,7000.0,70.00
Madhya Pradesh,Dewas,Wheat,2000.0,2800.0,2350.0,23.50
Madhya Pradesh,Panna,Wheat,1950.0,2075.0,2038.0,20.38
Madhya Pradesh,Rajgarh,Wheat,2300.0,2350.0,2320.0,23.20
Madhya Pradesh,Ratlam,Wheat,2256.0,2333.0,2290.0,22.90
Madhya Pradesh,Sagar,Wheat,2121.0,2121.0,2121.0,21.21
Madhya Pradesh,Sagar,Wheat,2000.0,2225.0,2180.0,21.80
Madhya Pradesh,Shajapur,Wheat,2125.0,2125.0,2125.0,21.25
Madhya Pradesh,Shajapur,Bengal Gram(Gram)(Whole),3690.0,4655.0,4275.0,42.75
Madhya Pradesh,Shajapur,Bengal Gram(Gram)(Whole),3895.0,5985.0,5320.0,53.20
Madhya Pradesh,Shajapur,Lentil (Masur)(Whole),4980.0,5790.0,5460.0,54.60
Madhya Pradesh,Shajapur,Mustard,4535.0,5510.0,5070.0,50.70
Madhya Pradesh,Shajapur,Wheat,1965.0,2390.0,2240.0,22.40
Madhya Pradesh,Shajapur,Wheat,1870.0,2140.0,2055.0,20.55
Madhya Pradesh,Shajapur,Wheat,2530.0,2975.0,2710.0,27.10
Madhya Pradesh,Shajapur,Wheat,2250.0,2290.0,2250.0,22.50
Maharashtra,Ahmednagar,Paddy(Dhan)(Common),2200.0,2400.0,2300.0,23.00
Maharashtra,Ahmednagar,Bengal Gram(Gram)(Whole),4000.0,4000.0,4000.0,40.00
Maharashtra,Ahmednagar,Wheat,2408.0,2576.0,2450.0,24.50
Maharashtra,Aurangabad,Bajra(Pearl Millet/Cumbu),2290.0,2361.0,2351.0,23.51
Maharashtra,Aurangabad,Bengal Gram(Gram)(Whole),4600.0,4600.0,4600.0,46.00
Maharashtra,Aurangabad,Jowar(Sorghum),3580.0,3580.0,3580.0,35.80
Maharashtra,Aurangabad,Wheat,2336.0,2476.0,2352.0,23.52
Maharashtra,Jalana,Bajra(Pearl Millet/Cumbu),2110.0,2250.0,2200.0,22.00
Maharashtra,Jalana,Maize,2000.0,2200.0,2100.0,21.00
Maharashtra,Jalana,Wheat,2050.0,2200.0,2100.0,21.00
Maharashtra,Jalgaon,Cotton,5990.0,6650.0,6380.0,63.80
Maharashtra,Jalgaon,Maize,1375.0,1670.0,1530.0,15.30
Maharashtra,Jalgaon,Wheat,2400.0,2910.0,2650.0,26.50
Maharashtra,Nagpur,Arhar (Tur/Red Gram)(Whole),8750.0,9850.0,9575.0,95.75
Maharashtra,Nagpur,Bengal Gram(Gram)(Whole),4500.0,5168.0,4834.0,48.34
Maharashtra,Nagpur,Maize,1800.0,2000.0,1950.0,19.50
Maharashtra,Nagpur,Wheat,231.0,2450.0,2390.0,23.90
Maharashtra,Nagpur,Wheat,3000.0,3200.0,3150.0,31.50
Maharashtra,Nagpur,Arhar (Tur/Red Gram)(Whole),9780.0,9830.0,9810.0,98.10
Maharashtra,Nagpur,Cotton,6900.0,6900.0,6900.0,69.00
Maharashtra,Nagpur,Wheat,2325.0,2325.0,2325.0,23.25
Maharashtra,Nashik,Bajra(Pearl Millet/Cumbu),2699.0,2699.0,2699.0,26.99
Maharashtra,Nashik,Bengal Gram(Gram)(Whole),5555.0,5555.0,5555.0,55.55
Maharashtra,Nashik,Maize,2375.0,2375.0,2375.0,23.75
Maharashtra,Nashik,Wheat,2336.0,2590.0,2440.0,24.40
Maharashtra,Pune,Bajra(Pearl Millet/Cumbu),3000.0,3300.0,3150.0,31.50
Maharashtra,Pune,Bengal Gram(Gram)(Whole),5600.0,6000.0,5800.0,58.00
Maharashtra,Pune,Black Gram (Urd Beans)(Whole),8700.0,9500.0,9100.0,91.00
Maharashtra,Pune,Green Gram (Moong)(Whole),8700.0,9700.0,9200.0,92.00
Maharashtra,Pune,Jowar(Sorghum),4500.0,5800.0,5150.0,51.50
Maharashtra,Pune,Lentil (Masur)(Whole),7000.0,7700.0,7350.0,73.50
Maharashtra,Pune,Maize,2500.0,2600.0,2550.0,25.50
Maharashtra,Pune,Wheat,3800.0,5000.0,4400.0,44.00
Maharashtra,Satara,Jowar(Sorghum),4000.0,5000.0,4500.0,45.00
Maharashtra,Satara,Maize,2100.0,2300.0,2200.0,22.00
Maharashtra,Satara,Wheat,2200.0,2400.0,2300.0,23.00
Nagaland,Kohima,Maize,8500.0,11000.0,9500.0,95.00
Nagaland,Longleng,Maize,7900.0,8200.0,8000.0,80.00
Nagaland,Tuensang,Maize,8200.0,8500.0,8300.0,83.00
Odisha,Bhadrak,Paddy(Dhan)(Common),1900.0,2040.0,2040.0,20.40
Odisha,Keonjhar,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Odisha,Sundergarh,Black Gram (Urd Beans)(Whole),6600.0,12000.0,8000.0,80.00
Odisha,Sundergarh,Black Gram (Urd Beans)(Whole),6600.0,12000.0,8000.0,80.00
Odisha,Sundergarh,Paddy(Dhan)(Common),2040.0,2060.0,2040.0,20.40
Odisha,Sundergarh,Wheat,2125.0,3000.0,2125.0,21.25
Odisha,Sundergarh,Wheat Atta,4000.0,4400.0,4400.0,44.00
Punjab,Mansa,Green Gram (Moong)(Whole),4000.0,7200.0,6500.0,65.00
Rajasthan,Baran,Bengal Gram(Gram)(Whole),4400.0,5051.0,4700.0,47.00
Rajasthan,Baran,Black Gram (Urd Beans)(Whole),5700.0,6800.0,6200.0,62.00
Rajasthan,Baran,Green Gram (Moong)(Whole),6500.0,7000.0,6800.0,68.00
Rajasthan,Baran,Maize,1700.0,1700.0,1700.0,17.00
Rajasthan,Baran,Mustard,4400.0,5585.0,5226.0,52.26
Rajasthan,Baran,Paddy(Dhan)(Common),2400.0,2951.0,2600.0,26.00
Rajasthan,Baran,Wheat,2260.0,2521.0,2330.0,23.30
Rajasthan,Hanumangarh,Cotton,7211.0,7211.0,7211.0,72.11
Rajasthan,Hanumangarh,Mustard,4937.0,5358.0,5135.0,51.35
Rajasthan,Hanumangarh,Wheat,2258.0,2318.0,2260.0,22.60
Rajasthan,Jalore,Bajra(Pearl Millet/Cumbu),1500.0,2000.0,1750.0,17.50
Rajasthan,Jalore,Mustard,4500.0,5500.0,5000.0,50.00
Rajasthan,Jhalawar,Mustard,5200.0,5300.0,5250.0,52.50
Rajasthan,Jhalawar,Wheat,2300.0,2426.0,2363.0,23.63
Rajasthan,Jodhpur,Bajra(Pearl Millet/Cumbu),2000.0,2400.0,2200.0,22.00
Rajasthan,Jodhpur,Bengal Gram(Gram)(Whole),4800.0,4900.0,4850.0,48.50
Rajasthan,Jodhpur,Mustard,5300.0,6300.0,5800.0,58.00
Rajasthan,Sikar,Mustard,4850.0,4850.0,4850.0,48.50
Rajasthan,Swai Madhopur,Bajra(Pearl Millet/Cumbu),1885.0,1885.0,1885.0,18.85
Rajasthan,Swai Madhopur,Bengal Gram(Gram)(Whole),4695.0,4980.0,4935.0,49.35
Rajasthan,Swai Madhopur,Mustard,5085.0,5425.0,5280.0,52.80
Rajasthan,Swai Madhopur,Wheat,2200.0,2235.0,2220.0,22.20
Rajasthan,Tonk,Bajra(Pearl Millet/Cumbu),1890.0,1925.0,1905.0,19.05
Rajasthan,Tonk,Barley (Jau),1540.0,1549.0,1545.0,15.45
Rajasthan,Tonk,Bengal Gram(Gram)(Whole),4900.0,5020.0,4950.0,49.50
Rajasthan,Tonk,Jowar(Sorghum),3500.0,4500.0,4100.0,41.00
Rajasthan,Tonk,Maize,2545.0,2600.0,2560.0,25.60
Rajasthan,Tonk,Mustard,5126.0,5525.0,5350.0,53.50
Rajasthan,Tonk,Wheat,2238.0,2245.0,2240.0,22.40
Rajasthan,Tonk,Barley (Jau),1637.0,1722.0,1680.0,16.80
Rajasthan,Tonk,Mustard,5310.0,5611.0,5495.0,54.95
Rajasthan,Tonk,Wheat,2198.0,2238.0,2207.0,22.07
Rajasthan,Tonk,Mustard,5302.0,5314.0,5308.0,53.08
Rajasthan,Tonk,Wheat,2219.0,2219.0,2219.0,22.19
Tamil Nadu,Coimbatore,Paddy(Dhan)(Common),2040.0,2060.0,2050.0,20.50
Tamil Nadu,Erode,Maize,2331.0,2370.0,2361.0,23.61
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2016.0,2076.0,2046.0,20.46
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2093.0,2153.0,2123.0,21.23
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2555.0,2615.0,2585.0,25.85
Tamil Nadu,Madurai,Paddy(Dhan)(Common),2786.0,2846.0,2816.0,28.16
Tamil Nadu,Madurai,Cotton,5000.0,5350.0,5200.0,52.00
Tamil Nadu,Madurai,Cotton,5700.0,6000.0,5850.0,58.50
Tamil Nadu,Madurai,Jowar(Sorghum),3800.0,4000.0,3950.0,39.50
Tamil Nadu,Madurai,Paddy(Dhan)(Common),1700.0,2000.0,1900.0,19.00
Tamil Nadu,Madurai,Paddy(Dhan)(Common),1800.0,2200.0,2050.0,20.50
Tamil Nadu,Salem,Maize,2300.0,2350.0,2330.0,23.30
Tamil Nadu,Salem,Cotton,6000.0,6600.0,6500.0,65.00
Tamil Nadu,Salem,Cotton,6500.0,7500.0,7000.0,70.00
Tamil Nadu,Salem,Paddy(Dhan)(Common),1960.0,2040.0,2000.0,20.00
Telangana,Adilabad,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Telangana,Adilabad,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Telangana,Karimnagar,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Telangana,Khammam,Paddy(Dhan)(Common),2030.0,2060.0,2040.0,20.40
Telangana,Medak,Paddy(Dhan)(Common),2060.0,2060.0,2060.0,20.60
Telangana,Nalgonda,Paddy(Dhan)(Common),2060.0,2060.0,2060.0,20.60
Telangana,Nalgonda,Arhar (Tur/Red Gram)(Whole),8973.0,8973.0,8973.0,89.73
Telangana,Nizamabad,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Telangana,Nizamabad,Paddy(Dhan)(Common),2040.0,2040.0,2040.0,20.40
Telangana,Warangal,Paddy(Dhan)(Common),206.0,206.0,206.0,2.06
Telangana,Warangal,Cotton,6100.0,6300.0,6200.0,62.00
Uttar Pradesh,Aligarh,Maize,1600.0,1800.0,1700.0,17.00
Uttar Pradesh,Aligarh,Wheat,2100.0,2200.0,2150.0,21.50
Uttar Pradesh,Aligarh,Arhar Dal(Tur Dal),12450.0,12550.0,12500.0,125.00
Uttar Pradesh,Aligarh,Bajra(Pearl Millet/Cumbu),2100.0,2140.0,2120.0,21.20
Uttar Pradesh,Aligarh,Black Gram Dal (Urd Dal),9450.0,9550.0,9500.0,95.00
Uttar Pradesh,Aligarh,Maize,1950.0,2000.0,1980.0,19.80
Uttar Pradesh,Aligarh,Mustard,5400.0,5500.0,5450.0,54.50
Uttar Pradesh,Aligarh,Mustard Oil,12750.0,12850.0,12800.0,128.00
Uttar Pradesh,Aligarh,Wheat,2220.0,2260.0,2240.0,22.40
Uttar Pradesh,Allahabad,Wheat,2230.0,2310.0,2275.0,22.75
